date,n_components,weighted_mean,weighted_median,pearson_skew,bowley_skew,boc_trim,boc_median,boc_spread
2009-12-01,59,0.47049162386115556,1.0158246361563903,-2.821171739017147,0.055290278593555064,1.3,1.7,-0.3999999999999999
2010-01-01,59,0.9366937459512902,0.7948130380854629,-1.482728319927329,0.19793130058951433,1.3,1.7,-0.3999999999999999
2010-02-01,59,1.3902123507152941,2.239825160877573,-1.355931217678985,-0.14939117394472456,1.3,1.7,-0.3999999999999999
2010-03-01,59,0.5342190974424609,1.4778705649575177,-1.0091015790896838,-0.2378836949825268,1.1,1.6,-0.5
2010-04-01,59,1.0644733661787513,2.2776465958284122,0.0722236377602038,-0.48701166793630224,1.3,1.7,-0.3999999999999999
2010-05-01,59,0.7326292334225425,1.7932087120348974,0.5823761036853885,-0.5873595448148985,1.2,1.6,-0.40000000000000013
2010-06-01,59,0.886683468323475,1.4452990496789908,0.6330414748321247,-0.15819277391095296,1.1,1.5,-0.3999999999999999
2010-07-01,59,1.7644023868114413,1.4792129201356743,0.6727712848660818,0.05346105590566511,1.3,1.6,-0.30000000000000004
2010-08-01,59,1.588282584414712,1.567227623869148,0.4114143315827783,-0.12297395372331378,1.2,1.6,-0.40000000000000013
2010-09-01,59,1.5865286242477163,1.3434488156599487,0.052096268301400496,0.19543568192553437,1.3,1.6,-0.30000000000000004
2010-10-01,59,1.9269467465055308,1.5172931047596678,0.12117011972532007,-0.01793574412239994,1.5,1.7,-0.19999999999999996
2010-11-01,59,1.6747763589480305,1.6084337909763182,-0.5068978743597855,0.07866847576471002,1.3,1.4,-0.09999999999999987
2010-12-01,59,1.7816555704585018,1.5851898747518414,-0.4188778025236491,0.14603158851139994,1.4,1.6,-0.20000000000000018
2011-01-01,59,1.7452886600611706,1.5788679438467432,-0.5991705701826759,0.4566113945930743,1.3,1.6,-0.30000000000000004
2011-02-01,59,1.558606592687862,1.846019779149548,-0.27848084008096896,0.08086277680363757,1.2,1.4,-0.19999999999999996
2011-03-01,59,3.2997124535456344,2.02104003826499,1.8446457980128956,0.42557070174482114,1.6,1.8,-0.19999999999999996
2011-04-01,59,2.9234368293101762,2.3488555860624554,1.9815915844488832,0.3151332192680121,1.5,1.8,-0.30000000000000004
2011-05-01,59,3.2771860686028593,3.0089655085047893,1.5854258889910164,0.2806326119153503,1.8,1.9,-0.09999999999999987
2011-06-01,59,2.9786995983113065,2.9554833646655343,1.5024672253756253,-0.03151391256620482,1.8,1.9,-0.09999999999999987
2011-07-01,59,2.4481653363241196,1.9410203905627124,2.0344990618229106,0.1279273102810082,1.8,1.9,-0.09999999999999987
2011-08-01,59,2.734469951796324,2.175892662875467,1.9089508322242645,0.1595195302406152,2.0,2.1,-0.10000000000000009
2011-09-01,59,3.082033090695442,2.760383386823931,1.6021290965431612,0.024310388762716847,2.1,2.0,0.10000000000000009
2011-10-01,59,2.4917255993825713,2.422276539739199,0.9449442165027091,-0.18170733162498076,2.0,1.9,0.10000000000000009
2011-11-01,59,2.558803205081323,2.075186642754454,1.1248793925315268,0.015308353135356174,2.1,2.1,0.0
2011-12-01,59,2.3206569156875876,2.0915073868430483,0.9523247822079359,-0.051064645776907815,1.9,1.9,0.0
2012-01-01,59,2.421067030085013,2.2089858294054943,1.085308195076809,-0.1715888008203843,2.1,2.0,0.10000000000000009
2012-02-01,59,2.257604218594003,2.2443601955341754,0.29628191518835184,-0.10693438196365776,2.2,2.1,0.10000000000000009
2012-03-01,59,1.5382147431764475,2.0226638217512534,-0.6973108040796973,-0.1058504789267095,1.9,1.9,0.0
2012-04-01,59,1.9003015287296119,2.512272976157998,-1.3211575458674572,0.04995196325565672,2.1,2.0,0.10000000000000009
2012-05-01,59,1.4687887004099864,2.092853805276372,-1.5640309235642609,0.05329759863002651,1.7,1.7,0.0
2012-06-01,59,1.5191187439617204,2.378966958782124,-1.1061324896977485,-0.20727434186776583,1.5,1.6,-0.10000000000000009
2012-07-01,59,1.3252144589536377,2.158126045294144,-1.2962529090107644,-0.24968915409571163,1.5,1.7,-0.19999999999999996
2012-08-01,59,1.317117434463943,2.377276293730459,-2.141460688540771,-0.6388006164388504,1.5,1.6,-0.10000000000000009
2012-09-01,59,0.867352843701989,1.7383051461332315,-1.8417942520001758,-0.37695288680048544,1.3,1.6,-0.30000000000000004
2012-10-01,59,1.2788126661739838,1.7544501567894581,-1.4970554002551884,-0.35661568882520117,1.3,1.6,-0.30000000000000004
2012-11-01,59,1.3626008834734817,1.8332265670252959,-0.749262216822327,-0.24862855171002993,1.2,1.6,-0.40000000000000013
2012-12-01,59,1.287670009045837,1.8112217829861967,-0.914542613461369,-0.49807438999150827,1.2,1.7,-0.5
