date,headline_yoy,headline_mom,cpi_trim,cpi_median,cpi_common,cpix,cpixfet,core_band_width,core_avg,headline_minus_core,abs_dev_from_target,abs_mom_dev
2007-12-01,2.456778889899902,0.35650623885916666,2.2,2.4,1.9,1.5,1.7,0.8999999999999999,1.94,0.5167788898999022,0.4567788898999021,0.19130623885916664
2008-01-01,1.9963702359346636,-0.1776198934280493,2.3,2.6,2.0,1.4,1.9,1.2000000000000002,2.04,-0.043629764065336474,0.0036297640653364383,0.3428198934280493
2008-02-01,1.8083182640144635,0.177935943060481,2.2,2.5,1.9,1.5,1.8,1.0,1.98,-0.1716817359855365,0.1916817359855365,0.012735943060480981
2008-03-01,1.4388489208633004,0.1776198934280604,2.0,2.4,1.8,1.3,1.6,1.0999999999999999,1.8199999999999998,-0.38115107913669943,0.5611510791366996,0.01241989342806038
2008-04-01,1.6143497757847403,0.44326241134751143,2.3,2.6,1.9,1.5,1.7,1.1,2.0,-0.38565022421525974,0.38565022421525974,0.2780624113475114
2008-05-01,2.331838565022415,0.7060900264783676,2.3,2.4,2.0,1.5,1.7,0.8999999999999999,1.9799999999999998,0.3518385650224152,0.33183856502241493,0.5408900264783676
2008-06-01,3.234501347708907,0.7011393514461117,2.3,2.5,2.2,1.5,1.7,1.0,2.04,1.1945013477089068,1.2345013477089068,0.5359393514461117
2008-07-01,3.590664272890476,0.4351610095735481,2.5,2.6,2.2,1.5,1.7,1.1,2.1,1.4906642728904758,1.5906642728904758,0.26996100957354807
2008-08-01,3.6837376460018056,0.0,2.5,2.7,2.4,1.7,1.7,1.0000000000000002,2.1999999999999997,1.483737646001806,1.6837376460018056,0.1652
2008-09-01,3.401969561324969,0.08665511265164572,2.5,2.5,2.7,1.7,1.6,1.1,2.2,1.2019695613249688,1.401969561324969,0.0785448873483543
2008-10-01,2.502234137622872,-0.6926406926406892,2.5,2.6,2.7,1.7,1.5,1.2000000000000002,2.2,0.30223413762287166,0.5022341376228718,0.8578406926406892
2008-11-01,1.8716577540106805,-0.34873583260680574,2.7,2.7,3.2,2.4,2.2,1.0,2.6400000000000006,-0.7683422459893201,0.12834224598931954,0.5139358326068058
2008-12-01,1.1545293072824148,-0.34995625546805353,2.7,2.7,3.2,2.4,2.1,1.1,2.62,-1.4654706927175853,0.8454706927175852,0.5151562554680535
2009-01-01,1.1565836298932375,-0.17559262510974394,2.5,2.5,3.1,1.9,1.2,1.9000000000000001,2.2399999999999998,-1.0834163701067623,0.8434163701067625,0.34079262510974395
2009-02-01,1.3321492007104752,0.3518029903254005,2.4,2.5,3.1,1.9,1.4,1.7000000000000002,2.2600000000000002,-0.9278507992895251,0.6678507992895248,0.1866029903254005
2009-03-01,1.0638297872340496,-0.08764241893075564,2.4,2.5,3.3,2.0,1.4,1.9,2.32,-1.2561702127659502,0.9361702127659504,0.25284241893075565
2009-04-01,0.3530450132391838,-0.2631578947368429,2.0,2.2,3.2,1.8,1.3,1.9000000000000001,2.1000000000000005,-1.7469549867608167,1.6469549867608162,0.42835789473684294
2009-05-01,0.08764241893077784,0.4397537379067673,2.0,2.2,3.3,2.0,1.3,1.9999999999999998,2.16,-2.0723575810692223,1.9123575810692222,0.2745537379067673
2009-06-01,-0.17406440382942145,0.4378283712784592,1.9,2.1,3.2,1.9,1.3,1.9000000000000001,2.08,-2.2540644038294215,2.1740644038294215,0.2726283712784592
2009-07-01,-0.953206239168114,-0.34873583260680574,1.6,1.9,3.0,1.8,1.1,1.9,1.8800000000000001,-2.8332062391681143,2.953206239168114,0.5139358326068058
2009-08-01,-0.7798960138648225,0.17497812773403787,1.5,1.7,2.7,1.6,1.0,1.7000000000000002,1.7,-2.4798960138648223,2.7798960138648225,0.009778127734037856
2009-09-01,-0.7792207792207795,0.08733624454146938,1.3,1.7,2.6,1.5,0.8,1.8,1.5799999999999998,-2.359220779220779,2.7792207792207795,0.07786375545853064
2009-10-01,0.08718395815170421,0.17452006980802626,1.3,1.7,2.5,1.8,1.3,1.2,1.72,-1.6328160418482958,1.9128160418482958,0.009320069808026243
2009-11-01,0.9623797025371861,0.5226480836237002,1.3,1.8,2.1,1.5,0.8,1.3,1.5,-0.5376202974628139,1.037620297462814,0.3574480836237002
2009-12-01,1.316944688323085,0.0,1.3,1.7,1.9,1.5,0.6,1.2999999999999998,1.4,-0.08305531167691482,0.6830553116769149,0.1652
2010-01-01,1.846965699208436,0.34662045060658286,1.3,1.7,1.8,2.0,1.3,0.7,1.6199999999999999,0.22696569920843612,0.153034300791564,0.18142045060658285
2010-02-01,1.5775635407537347,0.08635578583766623,1.3,1.7,1.8,2.1,1.4,0.8,1.6600000000000001,-0.08243645924626541,0.4224364592462653,0.07884421416233378
2010-03-01,1.403508771929829,-0.2588438308887109,1.1,1.6,1.6,1.7,0.9,0.7999999999999999,1.3800000000000003,0.023508771929828587,0.5964912280701711,0.4240438308887109
2010-04-01,1.6710642040457246,0.0,1.3,1.7,1.4,1.9,1.2,0.7,1.5000000000000002,0.17106420404572442,0.32893579595427536,0.1652
2010-05-01,1.3134851138353776,0.08650519031143666,1.2,1.6,1.1,1.8,1.1,0.7,1.36,-0.046514886164622515,0.6865148861646224,0.07869480968856335
2010-06-01,1.1333914559720881,0.2592912705272177,1.1,1.5,1.1,1.7,1.0,0.7,1.28,-0.1466085440279119,0.8666085440279119,0.09409127052721766
2010-07-01,2.012248468941369,0.5172413793103292,1.3,1.6,1.2,1.6,0.7,0.9000000000000001,1.2800000000000002,0.7322484689413686,0.012248468941368884,0.3520413793103292
2010-08-01,1.7467248908296984,-0.08576329331045907,1.2,1.6,1.2,1.6,0.7,0.9000000000000001,1.26,0.4867248908296984,0.2532751091703016,0.2509632933104591
2010-09-01,1.832460732984309,0.17167381974250162,1.3,1.6,1.0,1.5,0.9,0.7000000000000001,1.2600000000000002,0.5724607329843088,0.167539267015691,0.0064738197425016075
2010-10-01,2.2648083623693527,0.5998286203941827,1.5,1.7,1.2,1.8,1.1,0.7,1.4600000000000002,0.8048083623693525,0.2648083623693527,0.4346286203941827
